"id","created","timeCleared","offer_tiepe","canceled","cleared","updated","unitsAvailable","unitsCleared","priceCleared","priceOriginal","product","auction_id","group_id","phase_id","player_id"
563,2017-05-09 16:48:53.613617,,0,true,false,false,5,0,0,46,0,1,22,19,286
568,2017-05-09 16:49:09.256510,,0,false,false,false,5,0,0,45,0,1,22,19,286
565,2017-05-09 16:48:57.065600,,1,true,false,false,13,0,0,42,0,1,22,19,288
569,2017-05-09 16:49:10.923602,2017-05-09 16:49:10.923377,1,false,true,false,0,4,44,45,-176,1,22,19,288
567,2017-05-09 16:48:59.375059,2017-05-09 16:49:10.923301,0,false,true,false,0,4,44,44,176,1,22,19,290
589,2017-05-09 16:50:05.582511,,1,true,false,true,4,0,0,20,0,1,22,20,287
574,2017-05-09 16:49:34.658552,,0,true,false,false,7,0,0,45,0,1,22,20,291
580,2017-05-09 16:49:46.470184,2017-05-09 16:49:46.469948,0,false,true,false,0,3,30,30,90,1,22,20,291
591,2017-05-09 16:50:19.530633,2017-05-09 16:50:19.530295,1,false,true,false,0,4,20,21,-80,1,22,20,287
582,2017-05-09 16:49:47.679319,,0,false,false,false,2,0,0,55,0,1,22,20,292
575,2017-05-09 16:49:34.994635,,0,true,false,false,9,0,0,35,0,1,22,20,285
576,2017-05-09 16:49:36.446877,,0,true,false,false,10,0,0,50,0,1,22,20,286
581,2017-05-09 16:49:46.502098,,0,true,false,true,4,0,0,30,0,1,22,20,291
577,2017-05-09 16:49:41.338174,,0,true,false,false,10,0,0,40,0,1,22,20,288
585,2017-05-09 16:49:54.702204,,0,true,false,false,4,0,0,29,0,1,22,20,291
583,2017-05-09 16:49:49.516404,,0,true,false,false,9,0,0,30,0,1,22,20,285
587,2017-05-09 16:50:05.543161,2017-05-09 16:50:05.542872,0,false,true,false,0,4,20,20,80,1,22,20,291
579,2017-05-09 16:49:45.582201,2017-05-09 16:50:05.542949,1,false,true,false,0,4,20,20,-80,1,22,20,287
588,2017-05-09 16:50:05.579482,2017-05-09 16:50:19.530371,0,false,true,false,0,4,20,20,80,1,22,20,285
586,2017-05-09 16:50:04.022249,,0,true,false,false,8,0,0,25,0,1,22,20,288
593,2017-05-09 16:50:22.745715,,0,true,false,false,8,0,0,20,0,1,22,20,288
594,2017-05-09 16:50:32.099808,,0,false,false,false,8,0,0,15,0,1,22,20,288
592,2017-05-09 16:50:19.541963,,0,true,false,true,5,0,0,20,0,1,22,20,285
595,2017-05-09 16:50:39.543911,,0,false,false,false,5,0,0,5,0,1,22,20,285
590,2017-05-09 16:50:16.934057,,0,true,false,false,8,0,0,46,0,1,22,20,286
596,2017-05-09 16:50:48.739606,,0,false,false,false,5,0,0,18,0,1,22,20,286
609,2017-05-09 16:51:36.069343,,0,false,false,false,1,0,0,55,0,1,22,21,292
604,2017-05-09 16:51:22.292079,2017-05-09 16:51:22.291839,0,false,true,false,0,15,45,45,675,1,22,21,292
602,2017-05-09 16:51:15.393875,2017-05-09 16:51:22.291851,1,false,true,false,0,15,45,45,-675,1,22,21,285
599,2017-05-09 16:51:12.739825,,1,true,false,false,15,0,0,40,0,1,22,21,291
613,2017-05-09 16:51:43.570095,2017-05-09 16:51:43.569768,0,false,true,false,0,10,48,48,480,1,22,21,286
606,2017-05-09 16:51:32.203295,2017-05-09 16:51:32.202990,0,false,true,false,0,10,46,46,460,1,22,21,286
605,2017-05-09 16:51:22.457120,2017-05-09 16:51:32.203079,1,false,true,false,0,10,46,46,-460,1,22,21,291
607,2017-05-09 16:51:32.227826,,1,true,false,true,5,0,0,46,0,1,22,21,291
598,2017-05-09 16:51:09.744837,,0,true,false,false,15,0,0,55,0,1,22,21,292
615,2017-05-09 16:51:55.129199,,0,true,false,false,10,0,0,52,0,1,22,21,286
